,SUPERFICIE_VETRATA_OPACA,ALTEZZA_EDIFICIO,DEGREE_DAYS,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_SERRAMENTO,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_BASAMENTO,SUPERFICIE_NETTA,VOLUME_NETTO,NEW_CODE_PROVINCIA,SUPERFICIE_OPACA,ANNO_CODE,NUMERO_GENERATORI,ETH,CLASSE_ENERGETICA
33776,0.0366,4.19,2596.0,0.1811,1.4469,0.2177,0.129,325.39,943.0,1.0008,700.5534,1.0,1,30.8538,2
33794,0.0971,4.15,2470.0,0.2711,1.3002,0.24,0.2112,1103.78,2961.8,1.0005,2539.7329,1.0005,1,34.2447,2
33799,0.0344,3.95,2365.0,0.64,1.4808,0.59,0.73,61.4,164.58,1.0012,294.4256,1.0005,2,142.0218,2
33952,0.3449,4.08,2410.0,0.136,0.8343,0.159,0.209,297.97,804.53,1.0007,962.4751,1.0003,1,12.2678,2
33984,0.0857,3.79,2383.0,0.3185,1.4963,0.2492,0.3092,145.34,360.92,1.0008,237.5743,1.0005,1,22.2502,2
34190,0.0496,5.09,2409.0,0.1491,0.7911,0.1655,0.2946,111.93,369.65,1.0005,502.3154,1.0005,1,45.7899,2
34308,0.0784,3.49,2557.0,0.197,1.1078,0.1426,0.3155,187.23,483.82,1.0006,465.2316,1.0005,1,44.4219,2
34472,0.0883,3.47,2404.0,0.2197,1.4369,0.2925,0.275,61.06,161.15,1.0002,129.1777,1.0005,1,45.1191,2
34548,0.0675,4.54,2617.0,0.281,1.7194,0.255,0.253,62.45,168.61,1.0002,215.9325,1.0005,2,75.4628,2
34652,0.0995,4.16,2540.0,0.2653,1.5123,0.2565,0.1852,291.45,847.7,1.0009,981.4395,1.0005,1,94.3836,2
34761,0.1211,5.09,2915.0,0.1861,1.1372,0.1755,0.1642,66.71,180.12,1.0009,369.1689,1.0005,1,12.5698,1
34964,0.0509,4.53,2383.0,0.252,0.9542,0.3125,0.3668,117.53,317.33,1.0007,394.7891,1.0005,1,51.7905,1
34990,0.0701,3.41,2701.0,0.129,1.9478,0.1612,0.284,245.18,660.63,1.0001,402.0699,1.0005,1,19.63,2
35182,0.0792,4.31,2499.0,0.2243,1.3875,0.2739,0.2284,138.38,373.67,1.0012,403.8808,1.0005,1,41.4571,2
35336,0.0465,3.98,2457.0,0.199,1.5601,0.1858,0.258,237.75,641.81,1.0012,612.7135,1.0002,1,18.8785,2
35419,0.0798,4.06,2494.0,0.1961,1.2604,0.3433,2.169,128.7,390.5,1.0007,364.0802000000001,1.0005,1,42.9736,2
35511,0.0774,4.87,3082.0,0.1264,1.0464,0.1755,0.133,75.0,197.86,1.0004,356.7146,1.0005,2,16.6413,1
35526,0.0713,4.15,2237.0,0.2708,1.5787,0.2444,0.1911,494.85,1352.75,1.0012,1287.8407,1.0005,1,28.5256,2
35719,0.0383,4.8,2619.0,0.319,1.6,0.2813,0.168,87.17,235.36,1.0011,383.9967,1.0005,2,52.1264,2
35982,0.0768,4.28,2499.0,0.2243,1.3933,0.2638,0.2284,139.39,376.34,1.0012,404.3632,1.0005,1,42.1035,2
36141,0.0606,3.84,2762.0,0.246,1.3521,0.2489,0.224,216.57,561.24,1.0003,588.8794,1.0005,1,51.7099,2
36256,0.0801,3.93,2396.0,0.257,1.35,0.2529,0.2572,132.09,347.16,1.0012,217.4649,1.0005,2,20.4614,2
36332,0.0701,4.37,2435.0,0.2079,1.5883,0.2393,0.2946,130.2,351.54,1.001,353.8849,1.0005,2,37.5916,2
36342,0.0552,4.53,3170.0,0.22,1.3065,0.2126,0.424,193.15,596.83,1.0008,568.1648,1.0005,1,43.235,2
36634,0.0755,4.39,2389.0,0.475,1.1674,0.2663,0.131,140.41,414.41,1.0006,392.3345000000001,1.0003,1,38.4336,2
36880,0.1373,4.06,2404.0,0.2,1.7,0.2686,0.19,1474.75,3982.35,1.0002,2840.7527,1.0005,1,30.6424,2
36918,0.0545,4.68,2399.0,0.286,1.3053,0.2243,0.313,94.5,256.68,1.0007,324.8264,1.0002,1,36.1093,2
37193,0.0414,4.43,2410.0,0.2982,1.8128,0.2654,0.546,272.34,788.33,1.0007,799.6286,1.0005,1,53.8551,2
37291,0.1631,3.85,2404.0,0.475,1.5332,0.3996,0.475,114.27,314.253,1.0002,409.8039,1.0005,1,53.3654,2
37299,0.0644,4.24,2410.0,0.198,1.3694,0.2108,0.1976,190.51,529.22,1.0007,392.6856,1.0005,2,21.9724,1
37309,0.095,3.73,2457.0,0.227,1.4362,0.2222,0.381,101.15,265.5,1.0008,268.55999999999995,1.0005,1,30.1818,2
37311,0.0472,4.53,2570.0,0.213,1.476,0.1844,0.1911,223.31,624.98,1.0007,823.6928,1.0005,1,40.8846,1
37389,0.1225,4.49,2594.0,0.215,1.1094,0.2162,0.192,121.5,328.05,1.0003,376.8775,1.0005,1,41.5982,2
37423,0.0496,4.51,3078.0,0.2149,0.7864,0.2355,0.2695,151.716,438.053,1.0004,526.5003999999999,1.0005,1,59.4405,2
37458,0.135,4.07,2352.0,0.272,1.2812,0.269,0.283,1236.5,3350.8,1.0009,2785.671,1.0005,2,25.0224,1
37563,0.0531,3.86,2494.0,0.1997,0.9382,0.199,0.1828,114.0,308.0,1.0007,322.75690000000003,1.0005,1,62.1898,2
37678,0.1767,3.94,2404.0,0.265,1.5899,0.3057,0.248,1580.156,4266.354,1.0002,3000.3593,1.0005,2,21.4934,2
37709,0.084,4.11,2462.0,0.169,1.1534,0.266,0.179,83.62,225.781,1.0012,202.82,1.0005,2,30.0988,2
37954,0.1258,3.97,2549.0,0.2442,1.467,0.2704,0.2066,860.0,2312.0,1.0002,1817.2542,1.0005,1,38.8069,2
37975,0.0592,6.15,2494.0,0.205,1.067,0.2018,0.202,125.89,369.57,1.0007,566.8607999999999,1.0005,1,52.536,2
38205,0.0637,4.75,2609.0,0.1912,0.9298,0.215,0.21,142.92,423.76,1.0002,545.2723,1.0001,2,42.6499,2
38240,0.0722,4.21,2631.0,0.4323,1.2342,0.2513,0.2875,172.0,451.5,1.0002,443.5838,1.0005,2,81.0042,2
38530,0.0829,4.46,2592.0,0.1896,1.3993,0.2522,0.3,542.3,1646.4,1.0001,1399.8971,1.0005,1,29.9011,2
38545,0.0484,5.62,2410.0,0.217,1.6981,0.22,0.269,100.02,270.0,1.0007,472.7466,1.0005,2,61.2983,2
38574,0.0944,4.02,2652.0,0.324,1.4274,0.5275,0.397,76.73,207.1765,1.0009,153.01909999999998,1.0,1,55.3484,2
38740,0.0486,4.18,2628.0,0.252,1.494,0.2982,0.2661,120.65,325.76,1.0011,357.5314,1.0005,1,45.8889,2
38748,0.1457,4.2,2404.0,0.135,1.4333,0.2517,0.175,356.2,961.8,1.0002,778.2243,1.0005,1,61.3646,2
39012,0.0881,4.46,2448.0,0.178,1.531,0.172,0.2234,63.31,172.7,1.0002,253.2519,1.0005,1,41.889,2
39045,0.0775,4.53,2385.0,0.18,1.4057,0.2578,0.2785,88.2,277.98,1.0006,222.28250000000003,1.0005,1,32.8815,2
39050,0.1192,3.34,2709.0,0.2316,0.9879,0.2006,0.315,557.97,1371.0,1.0003,1204.8208,1.0005,1,15.6324,2
39504,0.0958,4.85,2619.0,0.1834,1.433,0.1849,0.283,177.55,553.66,1.0011,613.1042,1.0005,1,60.5828,2
39945,0.0513,5.09,2389.0,0.1377,1.6016,0.2209,0.3988,113.0,321.7,1.0006,494.9087,1.0002,1,51.9485,2
40039,0.0869,4.58,2410.0,0.1532,1.0705,0.1853,0.2628,336.19,902.45,1.0007,1029.1531,1.0005,1,47.8239,2
40204,0.078,4.19,2581.0,0.334,1.5107,0.2671,0.227,331.96,896.3,1.0008,935.932,1.0005,2,30.7043,2
40560,0.0488,4.42,2570.0,0.202,1.4256,0.2404,0.2869,104.9,297.8,1.0007,338.7612,1.0005,1,42.8601,2
40693,0.0868,5.05,2551.0,0.2415,1.3709,0.2045,0.2043,1580.8,5202.85,1.0001,5053.2782,1.0005,2,43.1071,2
40794,0.2121,3.77,2228.0,0.2463,1.4887,0.1968,0.3234,459.18,1220.89,1.0003,865.1879,1.0005,1,25.7081,2
41245,0.0527,4.54,2455.0,0.3335,1.3366,0.4194,0.249,124.19,341.93,1.0007,463.7673,1.0002,2,63.5105,2
41298,0.0803,3.77,2359.0,0.3067,1.5333,0.2783,0.247,715.36,1843.43,1.0008,1516.2997,1.0005,1,28.699,2
41359,0.0754,4.69,2410.0,0.125,1.2767,0.2101,0.1362,107.49,335.6,1.0007,326.3269,1.0005,2,33.7311,1
41466,0.053,4.52,2547.0,0.2397,1.5,0.2431,0.3052,248.7,763.4,1.0005,873.1568,1.0005,1,69.7496,2
41499,0.1107,4.09,2427.0,0.2293,1.417,0.2687,0.2537,979.8,2620.5,1.0003,2087.8647,1.0005,3,42.5125,2
41665,0.1062,4.45,2404.0,0.2639,1.3984,0.3476,0.2549,1357.11,3668.8,1.0002,2801.6038,1.0005,1,23.8089,2
41763,0.0813,4.11,2459.0,0.224,1.3595,0.2996,0.248,112.62,304.1,1.0002,307.8287,1.0005,1,45.8497,2
42068,0.182,3.96,2271.0,0.2048,1.6582,0.1786,0.5185,225.73,586.89,1.0008,641.832,1.0005,1,21.7859,2
42365,0.0435,4.44,2355.0,0.2766,1.4152,0.2964,0.21,115.43,308.88,1.001,305.0065,1.0005,1,40.1728,2
42604,0.0674,4.28,2388.0,1.8,2.2449,0.7343,1.5,113.0,346.0,1.001,351.5326,1.0005,1,169.347,1
42622,0.0472,4.25,2389.0,0.1847,0.6832,0.1622,0.149,203.42,594.63,1.0006,688.8328,1.0005,1,42.1522,1
42747,0.0525,4.08,2404.0,0.134,1.0752,0.1166,0.205,132.49,346.21,1.0002,287.1125,1.0005,1,21.8367,1
42819,0.0433,4.37,2503.0,0.182,1.5679,0.185,0.161,94.37,249.98,1.0012,322.17670000000004,1.0005,1,26.3803,2
42887,0.0468,4.32,2617.0,0.2046,1.5149,0.1599,0.173,141.524,382.114,1.0002,483.0132,1.0005,2,29.3068,2
42905,0.0731,4.05,2396.0,0.279,1.0577,0.3151,0.2002,107.36,281.71,1.0012,250.4269,1.0005,2,33.9139,2
43215,0.0699,3.92,2466.0,0.145,0.868,0.2261,0.3775,152.72,412.34,1.0005,415.0001,1.0005,1,41.5712,2
43274,0.0715,4.17,2404.0,0.204,1.5886,0.2984,0.4144,107.22,301.28,1.0012,275.8925,1.0005,2,34.4102,2
43692,0.1358,3.4,2449.0,0.3486,1.4489,0.238,0.5158,774.41,2023.9,1.0002,1478.6942,1.0005,3,24.3096,2
43840,0.0884,4.13,2404.0,0.2249,1.236,0.1732,0.257,113.42,297.16,1.0002,271.90160000000003,1.0005,1,35.9111,2
44127,0.0761,4.1,2557.0,0.2196,1.5881,0.2305,0.2129,1345.47,3435.72,1.0001,2876.8739,1.0005,2,25.4692,2
44279,0.0777,3.98,2243.0,0.197,1.5581,0.3927,0.3188,84.1,217.95,1.0008,259.7043,1.0005,1,36.4152,2
44324,0.0774,3.19,2524.0,0.244,1.4284,0.2593,0.235,80.82,218.21,1.0005,204.7626,1.0005,1,33.2708,2
44415,0.0838,4.21,2532.0,0.284,1.4124,0.2182,0.2436,105.76,284.38,1.0002,304.1962,1.0005,2,38.7734,2
44526,0.0561,4.37,2389.0,0.2339,1.4789,0.2342,0.246,152.16,443.81,1.0006,487.3239,1.0005,1,47.3332,2
45086,0.0867,4.06,2557.0,0.1834,1.4344,0.1875,0.1899,885.0,2441.0,1.0005,2118.5233000000003,1.0005,1,26.7603,2
45095,0.0657,3.82,2581.0,0.262,1.0593,0.2884,0.2724,157.5,394.0,1.0008,443.1643,1.0005,1,32.9836,2
45151,0.0307,5.81,2530.0,0.143,1.0508,0.2068,0.262,90.998,355.948,1.0012,411.3393,1.0005,1,0.0,1
45556,0.0728,4.67,2229.0,0.2217,1.1672,0.2186,0.2939,683.9,2046.59,1.0007,1791.5572000000002,1.0005,1,46.0883,2
45863,0.0519,3.87,2557.0,0.14,1.2115,0.152,0.27,106.56,287.71,1.0006,412.4391,1.0005,1,32.9801,2
45881,0.0477,5.17,2544.0,0.215,0.9607,0.195,0.3067,230.76,620.06,1.0012,1080.9703,1.0005,1,45.5475,2
46148,0.0446,4.57,2451.0,0.114,0.7945,0.2181,0.5341,159.667,440.129,1.0002,550.0854,1.0005,1,49.742,2
46325,0.0903,3.89,2433.0,0.167,1.5905,0.2019,0.238,83.43,224.98,1.0009,187.2597,1.0,2,28.8787,1
46541,0.0738,3.69,3838.0,0.463,1.0944,0.278,0.254,338.8,847.88,1.0004,861.6527,1.0005,1,51.1828,2
46593,0.0616,3.44,2404.0,0.169,1.7423,0.2561,0.2377,320.65,842.2,1.0002,674.0734,1.0005,3,28.7152,2
46613,0.1533,3.6,2435.0,0.18,1.8324,0.2756,0.36,147.265,349.966,1.001,394.4137,1.0005,2,52.967,2
46653,0.0555,4.32,2651.0,0.141,2.004,0.2658,0.299,81.119,234.985,1.0009,241.0545,1.0005,1,44.3442,1
46675,0.0709,4.11,2229.0,0.2938,1.6922,0.3408,0.364,997.77,2694.01,1.0007,2614.9591,1.0005,1,45.4685,2
46904,0.0924,3.57,2373.0,0.2515,1.3554,0.333,0.5659,474.22,1280.39,1.0008,1054.3076,1.0005,1,36.0736,2
46935,0.0776,4.08,2373.0,0.1709,1.6674,0.5192,0.1905,353.419,932.563,1.0008,907.296,1.0005,2,53.2173,2
46990,0.0728,4.12,2506.0,0.1895,1.6095,0.2451,0.287,264.73,740.76,1.0006,687.5971999999999,1.0005,1,49.8117,2
47275,0.0712,4.11,2421.0,0.197,2.1713,0.2307,0.187,520.4,1405.08,1.0005,1473.2987999999998,1.0005,1,52.5382,2
47288,0.0947,3.83,2409.0,0.201,1.195,0.2871,0.244,184.89,465.64,1.0005,313.5453,1.0005,1,28.2782,2
47329,0.0477,5.11,2664.0,0.18,1.0276,0.1732,0.3498,128.0,393.73,1.0011,468.8973,1.0005,1,43.8898,1
47690,0.0299,3.97,2619.0,0.275,1.4,0.2346,0.22,59.126,159.64,1.0011,171.0201,1.0005,1,38.9353,2
47928,0.1057,4.23,2352.0,0.294,1.002,0.2557,0.2656,4305.59,11525.86,1.0009,8849.1343,1.0005,4,30.1031,2
47963,0.0622,4.63,2417.0,0.188,0.7181,0.2696,0.6943,153.6,489.75,1.0007,505.4578,1.0005,1,39.8247,2
48602,0.0631,4.15,2243.0,0.162,1.0793,0.2216,0.285,95.278,257.249,1.0008,322.0069,1.0005,1,27.2388,2
48730,0.1187,4.51,2592.0,0.1406,1.836,0.2083,0.164,101.36,273.67,1.0001,229.5063,1.0005,2,24.4271,2
48764,0.136,4.09,2627.0,0.972,1.2946,0.172,0.321,149.35,398.13,1.0003,302.404,1.0005,1,32.8177,2
48800,0.0589,4.77,2404.0,0.211,1.2687,0.2361,0.2025,98.788,308.838,1.0012,360.8121,1.0005,2,29.648,2
48900,0.0646,3.57,2619.0,0.242,1.7813,0.4061,0.27,267.64,722.63,1.0011,657.7994,1.0003,2,47.3067,2
49041,0.0606,4.65,2447.0,0.137,1.438,0.2156,0.3988,134.64,412.68,1.0005,493.1594,1.0005,1,37.8225,2
49204,0.105,4.02,2549.0,0.3167,1.5014,0.2862,0.2236,1504.4,4062.1,1.0002,2602.775,1.0005,1,26.8332,2
49328,0.0791,3.79,2389.0,0.258,1.2254,0.212,0.233,243.0,684.0,1.0006,612.1008999999999,1.0005,1,33.8174,2
49423,0.058,4.18,2551.0,0.208,1.5511,0.2843,0.282,412.58,1153.28,1.0012,820.746,1.0,2,25.8494,2
49619,0.073,4.27,2513.0,0.266,1.7776,0.22,0.265,92.83,250.64,1.0009,278.77700000000004,1.0005,1,37.1498,2
49632,0.0863,4.11,2404.0,0.151,1.0914,0.1662,0.1413,151.0,382.95,1.0002,409.1157,1.0005,1,28.911,1
49713,0.0635,4.04,2410.0,0.23,1.6622,0.2996,0.3672,136.1,358.2,1.0007,395.6365,1.0005,1,24.7148,2
49820,0.0626,4.66,2608.0,0.142,1.2701,0.1497,0.188,98.39,304.34,1.0005,385.3274,1.0005,1,44.4759,2
49883,0.0881,3.95,2410.0,0.247,1.3702,0.2407,0.262,490.58,1324.55,1.0005,1237.6519,1.0005,2,42.1754,2
50001,0.0549,5.13,2404.0,0.249,1.5255,0.2544,0.2752,107.35,288.48,1.0002,447.2051,1.0005,2,62.3783,2
50560,0.1437,3.79,2404.0,0.2257,1.6,0.2211,0.283,1973.18,5234.06,1.0002,2805.3263,1.0005,1,34.0885,2
50570,0.1388,3.59,2652.0,0.288,1.2935,0.2721,0.1999,345.342,932.425,1.0009,758.3822,1.0,1,17.3136,2
50848,0.1083,3.98,2373.0,0.2101,0.8975,0.1883,0.3494,631.96,1808.7,1.0008,1458.1517,1.0,2,9.2398,2
50951,0.0792,4.33,2404.0,0.189,1.2759,0.2386,0.1743,922.2,2489.96,1.0002,1812.4308,1.0005,2,32.9208,2
51198,0.1231,3.91,2375.0,0.239,1.3522,0.2548,0.4014,117.69,310.1,1.0012,255.2719,1.0005,1,29.6633,2
51244,0.0656,4.64,2404.0,0.2126,1.4347,0.2232,0.292,98.74,276.65,1.0002,301.4844,1.0005,1,49.3391,2
51267,0.0611,5.01,2428.0,0.191,1.1352,0.209,0.1672,99.17,349.21,1.0012,328.5689,1.0005,1,31.6751,2
51539,0.0721,5.14,2633.0,0.185,1.0789,0.2156,0.1467,131.3,461.9,1.0012,542.1479,1.0005,1,43.9728,2
51576,0.0903,4.2,2416.0,0.294,1.3869,0.2244,0.265,99.0,269.46,1.0002,223.5297,1.0005,1,28.2629,2
51581,0.049,4.69,2355.0,0.165,1.3323,0.1937,0.14,141.75,375.82,1.0007,461.167,1.0005,1,40.0234,2
51880,0.1143,4.36,2460.0,0.249,1.4163,0.2329,0.293,79.9,215.73,1.0012,252.7567,1.0005,1,24.0566,2
52119,0.0738,4.79,2369.0,0.135,1.3075,0.1998,0.1634,100.894,291.528,1.0012,250.7012,1.0005,1,30.3832,2
52165,0.069,4.56,2450.0,0.1832,1.3606,0.1925,0.207,275.554,831.369,1.0012,766.3480000000001,1.0005,2,55.939,2
52412,0.0417,4.4,2460.0,0.154,1.075,0.1985,0.1554,154.21,419.3,1.0012,508.0983,1.0005,1,16.6655,2
52414,0.0639,4.14,2404.0,0.374,1.6781,0.2932,0.23,122.33,330.291,1.0006,327.3721,1.0005,1,43.6393,2
52639,0.0957,3.97,2617.0,0.284,1.4642,0.2467,0.372,607.8,1641.06,1.0002,1449.6943,1.0005,2,29.7255,2
52739,0.0512,4.02,2365.0,0.64,1.4668,0.59,0.73,264.34,775.08,1.0012,1045.3788,1.0005,2,131.5319,1
52828,0.0503,4.53,2237.0,0.206,1.3134,0.2343,0.203,113.624,336.903,1.0012,401.2657,1.0005,2,31.1628,2
52848,0.0449,3.39,2533.0,1.031,1.435,0.4815,1.031,89.56,241.81,1.0012,337.6451,1.0005,1,15.8065,2
52967,0.0613,7.22,2251.0,0.338,1.7891,0.1815,0.242,117.0,314.5,1.0012,549.8517,1.0005,1,52.7354,2
52982,0.1261,4.57,2447.0,0.2532,1.634,0.2461,0.184,992.59,2985.1,1.0005,1873.6739,1.0005,1,34.9635,2
53206,0.0349,3.85,2909.0,0.222,1.3,0.227,0.2,99.0,259.0,1.0009,362.7651,1.0005,2,38.5831,2
53263,0.0587,3.93,2404.0,0.1565,1.5442,0.1847,0.155,92.4,249.5,1.0002,283.3413,1.0005,1,23.5486,2
53357,0.2027,4.46,2404.0,0.1837,1.2888,0.2369,0.3819,8434.81,26659.68,1.0002,13364.7063,1.0005,1,41.4877,2
53469,0.1508,3.76,2522.0,0.166,1.5429,0.1988,0.13,190.83,523.99,1.0003,508.4392,1.0005,2,33.7092,1
53517,0.0579,4.48,2473.0,0.228,1.1,0.2481,0.185,87.7,236.79,1.0012,266.9321,1.0005,2,24.4904,2
53905,0.0788,4.17,2466.0,0.2187,1.2681,0.2036,0.1932,163.51,465.83,1.0012,457.1002,1.0005,1,40.6025,1
54013,0.0611,3.99,2592.0,0.2104,1.5906,0.2129,0.222,375.335,1080.499,1.0001,869.7389,1.0005,1,62.0508,2
54156,0.0912,4.97,2544.0,0.1888,1.4,0.2092,0.1995,217.589,672.317,1.0011,669.1058,1.0002,1,88.9891,2
54241,0.0979,4.14,2634.0,0.392,1.1299,0.2937,0.242,706.52,1907.59,1.0009,1825.0021,1.0005,3,19.352,1
54288,0.0358,4.29,2700.0,0.187,1.3892,0.28,0.232,81.74,213.03,1.0004,268.5842,1.0,1,43.1321,2
54421,0.0628,3.0,2399.0,0.2579,1.0463,0.5267,0.451,244.0,606.9,1.0007,620.8172,1.0002,1,66.6001,2
54537,0.1076,4.32,2404.0,0.144,1.4609,0.2187,0.155,1329.22,3588.9,1.0002,2918.1424,1.0005,1,24.7161,2
54691,0.0786,3.96,2434.0,0.116,1.3955,0.1887,0.19,239.59,646.89,1.0005,622.1414,1.0002,1,46.3969,2
55091,0.0687,3.49,2521.0,0.2671,1.5475,0.2727,0.299,330.0,822.26,1.0005,598.6813,1.0005,1,32.9321,2
55233,0.0735,3.62,2649.0,0.219,1.7233,0.2156,0.266,125.94,310.49,1.0002,225.6665,1.0005,1,26.0318,2
55380,0.0884,4.13,2404.0,0.2249,1.236,0.1732,0.257,113.42,297.16,1.0002,271.90160000000003,1.0005,1,35.9739,2
55550,0.0582,4.12,2404.0,0.2229,1.2612,0.3233,0.2581,122.95,323.35,1.0002,349.4368,1.0005,1,40.6639,2
55587,0.0583,4.29,2404.0,0.2229,1.2612,0.268,0.2582,118.1,310.6,1.0002,348.8367,1.0005,1,40.1969,2
55609,0.0669,3.68,2404.0,0.5228,1.803,0.8264,0.3244,5368.0,15118.0,1.0002,13089.8401,1.0005,2,67.0924,2
55655,0.0513,4.52,2494.0,0.221,1.8514,0.2789,0.315,271.92,820.76,1.0007,681.5787,1.0005,1,48.7412,2
55671,0.0743,4.2,2455.0,0.184,1.3399,0.3326,0.423,92.302,249.215,1.0007,321.5557,1.0005,1,39.838,2
55908,0.0696,3.99,2499.0,0.1746,1.263,0.2328,0.162,176.5,465.3,1.0012,352.60040000000004,1.0005,2,40.4943,2
55956,0.0365,4.64,2619.0,0.198,0.9854,0.2249,0.1792,165.634,511.761,1.0011,694.2035,1.0005,1,44.8904,2
55961,0.0402,3.91,2393.0,0.4754,1.4596,0.397,0.197,157.22,371.41,1.001,518.0828,1.0005,1,56.4862,2
56139,0.1523,4.98,2404.0,0.2609,1.6901,0.2753,0.2069,5921.0,17170.89,1.0005,9437.5427,1.0,2,30.3573,2
56222,0.0722,4.91,2516.0,0.21,1.4007,0.1929,0.156,74.46,207.0,1.0012,256.0278,1.0005,2,24.6544,2
56387,0.0447,4.01,2500.0,0.368,2.5131,0.1299,0.113,109.69,296.16,1.0012,336.06530000000004,1.0002,1,47.0215,2
56956,0.1019,4.02,2549.0,0.311,1.5135,0.2884,0.2245,1543.2,4166.3,1.0002,2493.9081,1.0005,1,26.1475,2
57120,0.1026,3.53,2537.0,0.1908,0.9112,0.3099,0.2896,258.1,659.2,1.0007,677.3273999999999,1.0005,1,29.7403,1
57125,0.0768,4.53,2237.0,0.2152,1.2302,0.2475,0.267,523.48,1523.22,1.0012,1363.8232,1.0005,2,30.3095,2
57148,0.0646,3.67,2446.0,0.278,1.3269,0.306,0.301,84.86,229.1,1.0007,174.4954,1.0005,1,30.8624,2
57291,0.0547,4.63,2655.0,0.363,0.7633,0.2291,0.196,108.24,292.247,1.0003,456.4753,1.0005,1,36.1648,2
57297,0.0604,4.29,2388.0,0.187,1.7142,0.212,0.241,89.18,289.83,1.001,319.5296,1.0005,2,40.4381,2
57694,0.0982,3.83,2685.0,0.221,1.2991,0.2861,0.2504,667.46,1763.14,1.0011,1220.0018,1.0005,2,27.8665,2
58349,0.07,4.06,2759.0,0.292,1.2818,0.2288,0.254,61.91,167.16,1.0009,203.378,1.0005,2,61.6942,2
58628,0.0686,4.85,2649.0,0.183,1.07,0.2325,0.18,164.33,443.69,1.0003,594.8514,1.0005,1,30.3153,2
58816,0.0413,5.86,2418.0,0.243,1.2704,0.227,0.233,125.07,487.77,1.0012,557.2787000000001,1.0005,1,48.2205,2
59032,0.0663,4.34,2383.0,0.2504,1.5091,0.2315,0.2086,164.729,473.759,1.0012,480.8077,1.0003,1,37.6911,2
59363,0.0571,4.14,2404.0,0.178,0.8689,0.1894,0.245,100.59,286.01,1.0002,269.3929,1.0005,1,19.1276,1
59459,0.1813,4.31,2404.0,0.2611,1.4928,0.232,0.3065,6277.974,18478.954,1.0002,10667.6137,1.0005,2,22.6181,1
59686,0.065,4.67,2686.0,0.1854,1.2283,0.1958,0.1989,186.79,498.48,1.0012,694.4319999999999,1.0005,2,32.0514,2
60095,0.0305,5.91,2619.0,0.1528,0.95,0.1562,0.164,66.133,192.87,1.0011,351.7005,1.0005,1,53.4574,2
60276,0.0662,4.3,2506.0,0.219,1.4948,0.1958,0.217,112.8,304.56,1.0006,300.54380000000003,1.0005,1,40.5651,2
60420,0.0855,4.01,2404.0,0.2992,1.7461,0.2614,0.2617,955.166,2708.26,1.0005,1920.8805,1.0005,1,21.6495,2
60441,0.1,4.59,2499.0,0.177,1.3227,0.2462,0.1464,110.9,297.21,1.0012,279.58,1.0005,1,42.1464,2
60477,0.0931,4.45,2492.0,0.2386,1.0821,0.1472,0.1959,248.36,686.95,1.0005,763.3698999999999,1.0005,1,25.1024,2
60745,0.0888,4.19,2533.0,0.222,1.4887,0.2082,0.2195,176.5,470.39,1.0012,444.3972,1.0005,1,20.0303,2
60938,0.0498,4.35,2393.0,0.2195,1.2443,0.178,0.201,110.53,322.45,1.0009,310.7972,1.0005,1,37.7613,2
60987,0.0952,3.71,2514.0,0.2814,2.03,0.2485,0.2883,859.42,2054.55,1.0002,1759.2648,1.0005,2,33.1982,2
61175,0.1134,3.09,2404.0,0.475,1.5809,0.3325,0.1848,104.11,256.473,1.0002,263.6756,1.0005,1,24.3803,2
61430,0.0357,5.83,2369.0,0.1484,1.3122,0.1747,0.1826,120.336,410.493,1.0012,543.5993,1.0005,1,41.7123,2
61568,0.1039,4.38,2421.0,0.203,1.3137,0.2286,0.198,256.322,692.47,1.0002,725.5091000000001,1.0005,2,36.7903,2
61617,0.0751,5.18,2581.0,0.199,1.5359,0.2781,0.256,58.33,157.49,1.0008,192.6549,1.0005,1,35.1435,2
61826,0.0437,4.0,2477.0,0.185,1.1298,0.2508,0.22,65.38,165.42,1.0012,245.3153,1.0005,1,74.9237,2
61875,0.1187,4.91,2451.0,0.2199,1.2514,0.23,0.2692,225.62,889.53,1.0002,696.0733,1.0005,1,42.8366,2
62093,0.0824,4.58,2640.0,0.1825,1.0146,0.1999,0.1614,501.94,1398.1,1.0003,1297.9062,1.0005,1,34.3766,2
63196,0.068,4.01,2477.0,0.2035,1.5062,0.2798,0.225,82.87,213.23,1.0012,190.752,1.0005,1,24.0796,2
64070,0.0715,4.2,2549.0,0.2106,1.5278,0.2056,0.2176,929.18,2465.17,1.0002,2493.4335,1.0005,1,30.0287,2
64358,0.0398,3.81,2404.0,0.2127,1.4235,0.2139,0.292,105.95,272.81,1.0002,385.3202,1.0005,1,49.713,2
64426,0.0664,3.58,2536.0,0.24,1.3516,0.3096,0.444,75.625,189.749,1.0002,126.7986,1.0005,1,19.1037,1
64480,0.1643,4.25,2404.0,0.199,1.216,0.1577,0.2045,2096.21,5604.1,1.0002,3902.7957,1.0005,1,24.7255,1
64651,0.0581,4.74,2487.0,0.1543,1.6559,0.2285,0.1908,114.129,352.056,1.0009,323.94289999999995,1.0005,1,33.0183,2
